Using cuda for training.
Training:Epoch[000/030] Iteration[072/182] Loss: 0.3325 Acc:74.81%
Training:Epoch[000/030] Iteration[073/182] Loss: 0.3352 Acc:74.95%
Training:Epoch[000/030] Iteration[074/182] Loss: 0.3306 Acc:75.09%
Training:Epoch[000/030] Iteration[075/182] Loss: 0.3212 Acc:75.24%
Training:Epoch[000/030] Iteration[076/182] Loss: 0.3207 Acc:75.38%
Training:Epoch[000/030] Iteration[077/182] Loss: 0.3142 Acc:75.52%
Training:Epoch[000/030] Iteration[078/182] Loss: 0.3262 Acc:75.65%
Training:Epoch[000/030] Iteration[079/182] Loss: 0.3245 Acc:75.78%
Training:Epoch[000/030] Iteration[080/182] Loss: 0.3157 Acc:75.90%
Training:Epoch[000/030] Iteration[081/182] Loss: 0.3069 Acc:76.04%
Training:Epoch[000/030] Iteration[082/182] Loss: 0.3094 Acc:76.16%
Training:Epoch[000/030] Iteration[083/182] Loss: 0.2914 Acc:76.30%
Training:Epoch[000/030] Iteration[084/182] Loss: 0.3033 Acc:76.42%
Training:Epoch[000/030] Iteration[085/182] Loss: 0.2934 Acc:76.55%
Training:Epoch[000/030] Iteration[086/182] Loss: 0.2878 Acc:76.68%
Training:Epoch[000/030] Iteration[087/182] Loss: 0.3075 Acc:76.79%
Training:Epoch[000/030] Iteration[088/182] Loss: 0.2981 Acc:76.91%
Training:Epoch[000/030] Iteration[089/182] Loss: 0.3149 Acc:77.01%
Training:Epoch[000/030] Iteration[090/182] Loss: 0.2922 Acc:77.13%
Training:Epoch[000/030] Iteration[091/182] Loss: 0.2958 Acc:77.24%
Training:Epoch[000/030] Iteration[092/182] Loss: 0.3017 Acc:77.35%
Training:Epoch[000/030] Iteration[093/182] Loss: 0.2869 Acc:77.46%
Training:Epoch[000/030] Iteration[094/182] Loss: 0.2876 Acc:77.57%
Training:Epoch[000/030] Iteration[095/182] Loss: 0.2883 Acc:77.68%
Training:Epoch[000/030] Iteration[096/182] Loss: 0.2927 Acc:77.77%
Training:Epoch[000/030] Iteration[097/182] Loss: 0.2803 Acc:77.88%
Training:Epoch[000/030] Iteration[098/182] Loss: 0.2764 Acc:77.99%
Training:Epoch[000/030] Iteration[099/182] Loss: 0.2881 Acc:78.09%
Training:Epoch[000/030] Iteration[100/182] Loss: 0.2777 Acc:78.19%
Training:Epoch[000/030] Iteration[101/182] Loss: 0.2894 Acc:78.29%
Training:Epoch[000/030] Iteration[102/182] Loss: 0.2779 Acc:78.39%
Training:Epoch[000/030] Iteration[103/182] Loss: 0.2696 Acc:78.48%
Training:Epoch[000/030] Iteration[104/182] Loss: 0.2599 Acc:78.59%
Training:Epoch[000/030] Iteration[105/182] Loss: 0.2680 Acc:78.68%
Training:Epoch[000/030] Iteration[106/182] Loss: 0.2720 Acc:78.78%
Training:Epoch[000/030] Iteration[107/182] Loss: 0.2587 Acc:78.87%
Training:Epoch[000/030] Iteration[108/182] Loss: 0.2552 Acc:78.97%
Training:Epoch[000/030] Iteration[109/182] Loss: 0.2696 Acc:79.05%
Training:Epoch[000/030] Iteration[110/182] Loss: 0.2652 Acc:79.14%
Training:Epoch[000/030] Iteration[111/182] Loss: 0.2473 Acc:79.23%
Training:Epoch[000/030] Iteration[112/182] Loss: 0.2562 Acc:79.32%
Training:Epoch[000/030] Iteration[113/182] Loss: 0.2560 Acc:79.41%
Training:Epoch[000/030] Iteration[114/182] Loss: 0.2466 Acc:79.49%
Training:Epoch[000/030] Iteration[115/182] Loss: 0.2458 Acc:79.58%
Training:Epoch[000/030] Iteration[116/182] Loss: 0.2439 Acc:79.67%
Training:Epoch[000/030] Iteration[117/182] Loss: 0.2469 Acc:79.76%
Training:Epoch[000/030] Iteration[118/182] Loss: 0.2509 Acc:79.84%
Training:Epoch[000/030] Iteration[119/182] Loss: 0.2551 Acc:79.92%
Training:Epoch[000/030] Iteration[120/182] Loss: 0.2760 Acc:79.99%
Training:Epoch[000/030] Iteration[121/182] Loss: 0.2593 Acc:80.06%
Training:Epoch[000/030] Iteration[122/182] Loss: 0.2533 Acc:80.14%
Training:Epoch[000/030] Iteration[123/182] Loss: 0.2638 Acc:80.21%
Training:Epoch[000/030] Iteration[124/182] Loss: 0.2424 Acc:80.29%
Training:Epoch[000/030] Iteration[125/182] Loss: 0.2549 Acc:80.36%
Training:Epoch[000/030] Iteration[126/182] Loss: 0.2379 Acc:80.43%
Training:Epoch[000/030] Iteration[127/182] Loss: 0.2456 Acc:80.50%
Training:Epoch[000/030] Iteration[128/182] Loss: 0.2377 Acc:80.58%
Training:Epoch[000/030] Iteration[129/182] Loss: 0.2453 Acc:80.65%
Training:Epoch[000/030] Iteration[130/182] Loss: 0.2392 Acc:80.73%
Training:Epoch[000/030] Iteration[131/182] Loss: 0.2370 Acc:80.80%
Training:Epoch[000/030] Iteration[132/182] Loss: 0.2317 Acc:80.87%
Training:Epoch[000/030] Iteration[133/182] Loss: 0.2431 Acc:80.94%
Training:Epoch[000/030] Iteration[134/182] Loss: 0.2345 Acc:81.01%
Training:Epoch[000/030] Iteration[135/182] Loss: 0.2344 Acc:81.08%
Training:Epoch[000/030] Iteration[136/182] Loss: 0.2332 Acc:81.15%
Training:Epoch[000/030] Iteration[137/182] Loss: 0.2363 Acc:81.22%
Training:Epoch[000/030] Iteration[138/182] Loss: 0.2322 Acc:81.28%
Training:Epoch[000/030] Iteration[139/182] Loss: 0.2273 Acc:81.35%
Training:Epoch[000/030] Iteration[140/182] Loss: 0.2296 Acc:81.42%
Training:Epoch[000/030] Iteration[141/182] Loss: 0.2283 Acc:81.48%
Training:Epoch[000/030] Iteration[142/182] Loss: 0.2176 Acc:81.55%
Training:Epoch[000/030] Iteration[143/182] Loss: 0.2295 Acc:81.61%
Training:Epoch[000/030] Iteration[144/182] Loss: 0.2051 Acc:81.68%
Training:Epoch[000/030] Iteration[145/182] Loss: 0.2241 Acc:81.74%
Training:Epoch[000/030] Iteration[146/182] Loss: 0.2126 Acc:81.81%
Training:Epoch[000/030] Iteration[147/182] Loss: 0.2316 Acc:81.87%
Training:Epoch[000/030] Iteration[148/182] Loss: 0.2179 Acc:81.93%
Training:Epoch[000/030] Iteration[149/182] Loss: 0.2210 Acc:81.99%
Training:Epoch[000/030] Iteration[150/182] Loss: 0.2178 Acc:82.05%
Training:Epoch[000/030] Iteration[151/182] Loss: 0.2129 Acc:82.11%
Training:Epoch[000/030] Iteration[152/182] Loss: 0.2079 Acc:82.17%
Training:Epoch[000/030] Iteration[153/182] Loss: 0.2124 Acc:82.23%
Training:Epoch[000/030] Iteration[154/182] Loss: 0.2136 Acc:82.29%
Training:Epoch[000/030] Iteration[155/182] Loss: 0.2060 Acc:82.35%
Training:Epoch[000/030] Iteration[156/182] Loss: 0.2073 Acc:82.41%
Training:Epoch[000/030] Iteration[157/182] Loss: 0.2053 Acc:82.47%
Training:Epoch[000/030] Iteration[158/182] Loss: 0.2044 Acc:82.52%
Training:Epoch[000/030] Iteration[159/182] Loss: 0.2126 Acc:82.58%
Training:Epoch[000/030] Iteration[160/182] Loss: 0.2017 Acc:82.64%
Training:Epoch[000/030] Iteration[161/182] Loss: 0.1917 Acc:82.70%
Training:Epoch[000/030] Iteration[162/182] Loss: 0.2108 Acc:82.75%
Training:Epoch[000/030] Iteration[163/182] Loss: 0.2097 Acc:82.81%
Training:Epoch[000/030] Iteration[164/182] Loss: 0.1973 Acc:82.86%
Training:Epoch[000/030] Iteration[165/182] Loss: 0.2023 Acc:82.91%
Training:Epoch[000/030] Iteration[166/182] Loss: 0.2024 Acc:82.97%
Training:Epoch[000/030] Iteration[167/182] Loss: 0.2074 Acc:83.02%
Training:Epoch[000/030] Iteration[168/182] Loss: 0.2068 Acc:83.07%
Training:Epoch[000/030] Iteration[169/182] Loss: 0.1954 Acc:83.12%
Training:Epoch[000/030] Iteration[170/182] Loss: 0.2004 Acc:83.17%
Training:Epoch[000/030] Iteration[171/182] Loss: 0.1953 Acc:83.22%
Training:Epoch[000/030] Iteration[172/182] Loss: 0.2048 Acc:83.27%
Training:Epoch[000/030] Iteration[173/182] Loss: 0.1999 Acc:83.32%
Training:Epoch[000/030] Iteration[174/182] Loss: 0.1941 Acc:83.37%
Training:Epoch[000/030] Iteration[175/182] Loss: 0.1932 Acc:83.42%
Training:Epoch[000/030] Iteration[176/182] Loss: 0.2086 Acc:83.47%
Training:Epoch[000/030] Iteration[177/182] Loss: 0.2095 Acc:83.51%
Training:Epoch[000/030] Iteration[178/182] Loss: 0.1957 Acc:83.56%
Training:Epoch[000/030] Iteration[179/182] Loss: 0.1928 Acc:83.61%
Training:Epoch[000/030] Iteration[180/182] Loss: 0.1897 Acc:83.66%
Training:Epoch[000/030] Iteration[181/182] Loss: 0.1891 Acc:83.71%
Training:Epoch[000/030] Iteration[182/182] Loss: 0.1964 Acc:83.72%
Valid:	 Epoch[000/030] Iteration[001/051] Loss: 0.1636 Acc:93.37%
Valid:	 Epoch[000/030] Iteration[002/051] Loss: 0.1598 Acc:93.48%
Valid:	 Epoch[000/030] Iteration[003/051] Loss: 0.1645 Acc:93.51%
Valid:	 Epoch[000/030] Iteration[004/051] Loss: 0.1635 Acc:93.53%
Valid:	 Epoch[000/030] Iteration[005/051] Loss: 0.1612 Acc:93.50%
Valid:	 Epoch[000/030] Iteration[006/051] Loss: 0.1600 Acc:93.46%
Valid:	 Epoch[000/030] Iteration[007/051] Loss: 0.1654 Acc:93.41%
Valid:	 Epoch[000/030] Iteration[008/051] Loss: 0.1598 Acc:93.42%
Valid:	 Epoch[000/030] Iteration[009/051] Loss: 0.1637 Acc:93.43%
Valid:	 Epoch[000/030] Iteration[010/051] Loss: 0.1587 Acc:93.45%
Valid:	 Epoch[000/030] Iteration[011/051] Loss: 0.1640 Acc:93.43%
Valid:	 Epoch[000/030] Iteration[012/051] Loss: 0.1673 Acc:93.41%
Valid:	 Epoch[000/030] Iteration[013/051] Loss: 0.1576 Acc:93.44%
Valid:	 Epoch[000/030] Iteration[014/051] Loss: 0.1605 Acc:93.44%
Valid:	 Epoch[000/030] Iteration[015/051] Loss: 0.1598 Acc:93.45%
Valid:	 Epoch[000/030] Iteration[016/051] Loss: 0.1633 Acc:93.45%
Valid:	 Epoch[000/030] Iteration[017/051] Loss: 0.1517 Acc:93.47%
Valid:	 Epoch[000/030] Iteration[018/051] Loss: 0.1600 Acc:93.47%
Valid:	 Epoch[000/030] Iteration[019/051] Loss: 0.1555 Acc:93.49%
Valid:	 Epoch[000/030] Iteration[020/051] Loss: 0.1684 Acc:93.48%
Valid:	 Epoch[000/030] Iteration[021/051] Loss: 0.1554 Acc:93.50%
Valid:	 Epoch[000/030] Iteration[022/051] Loss: 0.1600 Acc:93.50%
Valid:	 Epoch[000/030] Iteration[023/051] Loss: 0.1624 Acc:93.49%
Valid:	 Epoch[000/030] Iteration[024/051] Loss: 0.1650 Acc:93.48%
Valid:	 Epoch[000/030] Iteration[025/051] Loss: 0.1632 Acc:93.48%
Valid:	 Epoch[000/030] Iteration[026/051] Loss: 0.1629 Acc:93.48%
Valid:	 Epoch[000/030] Iteration[027/051] Loss: 0.1559 Acc:93.48%
Valid:	 Epoch[000/030] Iteration[028/051] Loss: 0.1666 Acc:93.47%
Valid:	 Epoch[000/030] Iteration[029/051] Loss: 0.1616 Acc:93.47%
Valid:	 Epoch[000/030] Iteration[030/051] Loss: 0.1643 Acc:93.47%
Valid:	 Epoch[000/030] Iteration[031/051] Loss: 0.1578 Acc:93.47%
Valid:	 Epoch[000/030] Iteration[032/051] Loss: 0.1585 Acc:93.49%
Valid:	 Epoch[000/030] Iteration[033/051] Loss: 0.1590 Acc:93.49%
Valid:	 Epoch[000/030] Iteration[034/051] Loss: 0.1625 Acc:93.49%
Valid:	 Epoch[000/030] Iteration[035/051] Loss: 0.1589 Acc:93.49%
Valid:	 Epoch[000/030] Iteration[036/051] Loss: 0.1635 Acc:93.49%
Valid:	 Epoch[000/030] Iteration[037/051] Loss: 0.1574 Acc:93.50%
Valid:	 Epoch[000/030] Iteration[038/051] Loss: 0.1598 Acc:93.50%
Valid:	 Epoch[000/030] Iteration[039/051] Loss: 0.1619 Acc:93.50%
Valid:	 Epoch[000/030] Iteration[040/051] Loss: 0.1596 Acc:93.50%
Valid:	 Epoch[000/030] Iteration[041/051] Loss: 0.1630 Acc:93.50%
Valid:	 Epoch[000/030] Iteration[042/051] Loss: 0.1626 Acc:93.50%
Valid:	 Epoch[000/030] Iteration[043/051] Loss: 0.1600 Acc:93.51%
Valid:	 Epoch[000/030] Iteration[044/051] Loss: 0.1607 Acc:93.51%
Valid:	 Epoch[000/030] Iteration[045/051] Loss: 0.1791 Acc:93.49%
Valid:	 Epoch[000/030] Iteration[046/051] Loss: 0.2882 Acc:93.37%
Valid:	 Epoch[000/030] Iteration[047/051] Loss: 0.2935 Acc:93.25%
Valid:	 Epoch[000/030] Iteration[048/051] Loss: 0.3085 Acc:93.12%
Valid:	 Epoch[000/030] Iteration[049/051] Loss: 0.2932 Acc:93.02%
Valid:	 Epoch[000/030] Iteration[050/051] Loss: 0.3019 Acc:92.91%
Valid:	 Epoch[000/030] Iteration[051/051] Loss: 0.3078 Acc:92.90%
Training:Epoch[001/030] Iteration[001/182] Loss: 0.1938 Acc:92.26%
Training:Epoch[001/030] Iteration[002/182] Loss: 0.1871 Acc:92.36%
Training:Epoch[001/030] Iteration[003/182] Loss: 0.1962 Acc:92.22%
Training:Epoch[001/030] Iteration[004/182] Loss: 0.1904 Acc:92.21%
Training:Epoch[001/030] Iteration[005/182] Loss: 0.1973 Acc:92.17%
Training:Epoch[001/030] Iteration[006/182] Loss: 0.1949 Acc:92.16%
Training:Epoch[001/030] Iteration[007/182] Loss: 0.1867 Acc:92.20%
Training:Epoch[001/030] Iteration[008/182] Loss: 0.1945 Acc:92.20%
Training:Epoch[001/030] Iteration[009/182] Loss: 0.1829 Acc:92.23%
Training:Epoch[001/030] Iteration[010/182] Loss: 0.1968 Acc:92.20%
Training:Epoch[001/030] Iteration[011/182] Loss: 0.1770 Acc:92.27%
Training:Epoch[001/030] Iteration[012/182] Loss: 0.1947 Acc:92.26%
Training:Epoch[001/030] Iteration[013/182] Loss: 0.1969 Acc:92.24%
Training:Epoch[001/030] Iteration[014/182] Loss: 0.1839 Acc:92.26%
Training:Epoch[001/030] Iteration[015/182] Loss: 0.1916 Acc:92.26%
Training:Epoch[001/030] Iteration[016/182] Loss: 0.1820 Acc:92.28%
Training:Epoch[001/030] Iteration[017/182] Loss: 0.1754 Acc:92.31%
Training:Epoch[001/030] Iteration[018/182] Loss: 0.1883 Acc:92.34%
Training:Epoch[001/030] Iteration[019/182] Loss: 0.1736 Acc:92.39%
Training:Epoch[001/030] Iteration[020/182] Loss: 0.1843 Acc:92.39%
Training:Epoch[001/030] Iteration[021/182] Loss: 0.1799 Acc:92.40%
Training:Epoch[001/030] Iteration[022/182] Loss: 0.1899 Acc:92.40%
Training:Epoch[001/030] Iteration[023/182] Loss: 0.1764 Acc:92.41%
Training:Epoch[001/030] Iteration[024/182] Loss: 0.1826 Acc:92.42%
Training:Epoch[001/030] Iteration[025/182] Loss: 0.1798 Acc:92.44%
Training:Epoch[001/030] Iteration[026/182] Loss: 0.1833 Acc:92.45%
Training:Epoch[001/030] Iteration[027/182] Loss: 0.1738 Acc:92.48%
Training:Epoch[001/030] Iteration[028/182] Loss: 0.1804 Acc:92.48%
Training:Epoch[001/030] Iteration[029/182] Loss: 0.1772 Acc:92.50%
Training:Epoch[001/030] Iteration[030/182] Loss: 0.1875 Acc:92.50%
Training:Epoch[001/030] Iteration[031/182] Loss: 0.1749 Acc:92.53%
Training:Epoch[001/030] Iteration[032/182] Loss: 0.1755 Acc:92.54%
Training:Epoch[001/030] Iteration[033/182] Loss: 0.1740 Acc:92.56%
Training:Epoch[001/030] Iteration[034/182] Loss: 0.1691 Acc:92.58%
Training:Epoch[001/030] Iteration[035/182] Loss: 0.1823 Acc:92.59%
Training:Epoch[001/030] Iteration[036/182] Loss: 0.1739 Acc:92.59%
Training:Epoch[001/030] Iteration[037/182] Loss: 0.1802 Acc:92.60%
Training:Epoch[001/030] Iteration[038/182] Loss: 0.1734 Acc:92.62%
Training:Epoch[001/030] Iteration[039/182] Loss: 0.1705 Acc:92.64%
Training:Epoch[001/030] Iteration[040/182] Loss: 0.1738 Acc:92.64%
Training:Epoch[001/030] Iteration[041/182] Loss: 0.1665 Acc:92.66%
Training:Epoch[001/030] Iteration[042/182] Loss: 0.1727 Acc:92.68%
Training:Epoch[001/030] Iteration[043/182] Loss: 0.1665 Acc:92.69%
Training:Epoch[001/030] Iteration[044/182] Loss: 0.1694 Acc:92.70%
Training:Epoch[001/030] Iteration[045/182] Loss: 0.1542 Acc:92.73%
Training:Epoch[001/030] Iteration[046/182] Loss: 0.1612 Acc:92.75%
Training:Epoch[001/030] Iteration[047/182] Loss: 0.1586 Acc:92.77%
Training:Epoch[001/030] Iteration[048/182] Loss: 0.1625 Acc:92.79%
Training:Epoch[001/030] Iteration[049/182] Loss: 0.1708 Acc:92.80%
Training:Epoch[001/030] Iteration[050/182] Loss: 0.1708 Acc:92.80%
Training:Epoch[001/030] Iteration[051/182] Loss: 0.1722 Acc:92.80%
Training:Epoch[001/030] Iteration[052/182] Loss: 0.1590 Acc:92.82%
Training:Epoch[001/030] Iteration[053/182] Loss: 0.1640 Acc:92.83%
Training:Epoch[001/030] Iteration[054/182] Loss: 0.1569 Acc:92.84%
Training:Epoch[001/030] Iteration[055/182] Loss: 0.1585 Acc:92.86%
Training:Epoch[001/030] Iteration[056/182] Loss: 0.1544 Acc:92.87%
Training:Epoch[001/030] Iteration[057/182] Loss: 0.1681 Acc:92.88%
Training:Epoch[001/030] Iteration[058/182] Loss: 0.1573 Acc:92.89%
Training:Epoch[001/030] Iteration[059/182] Loss: 0.1609 Acc:92.90%
Training:Epoch[001/030] Iteration[060/182] Loss: 0.1584 Acc:92.92%
Training:Epoch[001/030] Iteration[061/182] Loss: 0.1667 Acc:92.92%
Training:Epoch[001/030] Iteration[062/182] Loss: 0.1566 Acc:92.94%
Training:Epoch[001/030] Iteration[063/182] Loss: 0.1588 Acc:92.96%
Training:Epoch[001/030] Iteration[064/182] Loss: 0.1619 Acc:92.97%
Training:Epoch[001/030] Iteration[065/182] Loss: 0.1539 Acc:92.98%
Training:Epoch[001/030] Iteration[066/182] Loss: 0.1653 Acc:92.99%
Training:Epoch[001/030] Iteration[067/182] Loss: 0.1588 Acc:93.00%
Training:Epoch[001/030] Iteration[068/182] Loss: 0.1581 Acc:93.01%
Training:Epoch[001/030] Iteration[069/182] Loss: 0.1584 Acc:93.02%
Training:Epoch[001/030] Iteration[070/182] Loss: 0.1523 Acc:93.04%
Training:Epoch[001/030] Iteration[071/182] Loss: 0.1668 Acc:93.04%
Training:Epoch[001/030] Iteration[072/182] Loss: 0.1593 Acc:93.05%
Training:Epoch[001/030] Iteration[073/182] Loss: 0.1511 Acc:93.07%
Training:Epoch[001/030] Iteration[074/182] Loss: 0.1595 Acc:93.08%
Training:Epoch[001/030] Iteration[075/182] Loss: 0.1508 Acc:93.09%
Training:Epoch[001/030] Iteration[076/182] Loss: 0.1522 Acc:93.10%
Training:Epoch[001/030] Iteration[077/182] Loss: 0.1561 Acc:93.11%
Training:Epoch[001/030] Iteration[078/182] Loss: 0.1620 Acc:93.12%
Training:Epoch[001/030] Iteration[079/182] Loss: 0.1564 Acc:93.13%
Training:Epoch[001/030] Iteration[080/182] Loss: 0.1554 Acc:93.14%
Training:Epoch[001/030] Iteration[081/182] Loss: 0.1425 Acc:93.15%
Training:Epoch[001/030] Iteration[082/182] Loss: 0.1617 Acc:93.16%
Training:Epoch[001/030] Iteration[083/182] Loss: 0.1620 Acc:93.16%
Training:Epoch[001/030] Iteration[084/182] Loss: 0.1472 Acc:93.17%
Training:Epoch[001/030] Iteration[085/182] Loss: 0.1568 Acc:93.18%
Training:Epoch[001/030] Iteration[086/182] Loss: 0.1533 Acc:93.19%
Training:Epoch[001/030] Iteration[087/182] Loss: 0.1517 Acc:93.19%
Training:Epoch[001/030] Iteration[088/182] Loss: 0.1651 Acc:93.20%
Training:Epoch[001/030] Iteration[089/182] Loss: 0.1568 Acc:93.20%
Training:Epoch[001/030] Iteration[090/182] Loss: 0.1521 Acc:93.21%
Training:Epoch[001/030] Iteration[091/182] Loss: 0.1581 Acc:93.22%
Training:Epoch[001/030] Iteration[092/182] Loss: 0.1553 Acc:93.23%
Training:Epoch[001/030] Iteration[093/182] Loss: 0.1536 Acc:93.23%
Training:Epoch[001/030] Iteration[094/182] Loss: 0.1624 Acc:93.24%
Training:Epoch[001/030] Iteration[095/182] Loss: 0.1551 Acc:93.24%
Training:Epoch[001/030] Iteration[096/182] Loss: 0.1559 Acc:93.25%
Training:Epoch[001/030] Iteration[097/182] Loss: 0.1524 Acc:93.26%
Training:Epoch[001/030] Iteration[098/182] Loss: 0.1547 Acc:93.26%
Training:Epoch[001/030] Iteration[099/182] Loss: 0.1515 Acc:93.27%
Training:Epoch[001/030] Iteration[100/182] Loss: 0.1440 Acc:93.28%
Training:Epoch[001/030] Iteration[101/182] Loss: 0.1470 Acc:93.28%
Training:Epoch[001/030] Iteration[102/182] Loss: 0.1445 Acc:93.30%
Training:Epoch[001/030] Iteration[103/182] Loss: 0.1525 Acc:93.30%
Training:Epoch[001/030] Iteration[104/182] Loss: 0.1517 Acc:93.31%
Training:Epoch[001/030] Iteration[105/182] Loss: 0.1452 Acc:93.32%
Training:Epoch[001/030] Iteration[106/182] Loss: 0.1468 Acc:93.33%
Training:Epoch[001/030] Iteration[107/182] Loss: 0.1441 Acc:93.34%
Training:Epoch[001/030] Iteration[108/182] Loss: 0.1535 Acc:93.35%
Training:Epoch[001/030] Iteration[109/182] Loss: 0.1543 Acc:93.35%
Training:Epoch[001/030] Iteration[110/182] Loss: 0.1570 Acc:93.36%
Training:Epoch[001/030] Iteration[111/182] Loss: 0.1438 Acc:93.37%
Training:Epoch[001/030] Iteration[112/182] Loss: 0.1591 Acc:93.37%
